,best_offset,best_res,sec_best_res
13c1cb90cc0f4e338fe7b0cdb928a400,-12.0,0.48995837669094694,0.5275754422476587
13d5c3292eb8426bbccec8d54da17408,0.0,0.4952076677316294,0.6126198083067093
13dcec32778a47019a7ca895b3b1ed4c,-12.0,0.2939096998263458,0.5089928057553957
13ec07fd7c574af492a8370297c803ec,0.0,0.5363166953528399,0.6157855913449717
13ed112a731640b3838fd0f34661075f,-12.0,0.4097515920470565,0.5038160517232998
13ed5686c0ba4974870d7070ffd7d9c0,-12.0,0.6079154242342099,0.6463540254811602
13ee94883f184e5b9ab6f834d595b0c5,-10.0,0.5850447604002106,0.6458901814352052
140c5c32888d4f27af3e4fd3bf5b7250,-12.0,0.3453803695704344,0.6428605711543076
140c6f74cc7e44efb29ef3348474e98c,-12.0,0.5402088895133718,0.5647042293101026
14339e9856b5466d967bb747be00a347,0.0,0.4286204412117885,0.57851579922462
14498752cc814671a1c257fbaf4e1182,0.0,0.4019763838874466,0.6950004187253999
1449f5b09354457a83c78f7e7310f4fe,-12.0,0.4517942242678506,0.5866970795486945
1450a6f7bb9e46f69ecbf95981c31d39,-12.0,0.21998151415847408,0.2559448785816318
146d66c5587a45eaa661f2c8b266dc7a,0.0,0.45596445254642815,0.4898598610003418
146f3b3f2aa445269d1e0076e730352b,-12.0,0.4306072225719682,0.5455846162650947
1474e0a8d90842f09db43f4af693a5a5,-12.0,0.2343811653294752,0.5353588495769214
1498ea82102c4cb39b86ea58e070eb84,-12.0,0.3928440029433407,0.5892660044150111
14a2a65edda240fc8959109a30dace5a,0.0,0.29529120684915366,0.3884852531123591
14da3f2b98b8478899c6157b4d390277,-12.0,0.4246521568456405,0.5599947659964234
14dddf19cd694417b8900fbe6e0c79ec,-24.0,0.5302417207965073,0.5475455223085933
15108295d9414b7d983eef9ca4bf1599,0.0,0.4245502386488802,0.5690042018520785
1523ccb961784a4db389be16b196104b,-12.0,0.5063606757581925,0.7187054752696926
152ce6cb38594b8eb2b5ee8b8da5cf1f,-12.0,0.44703085939100856,0.6316954223187574
155c1427eb074347b7fc4dc89ccd2a27,-12.0,0.6036848649259636,0.6707584491918165
158084bd064c4848a65637e90225a591,0.0,0.2871777360423425,0.44739627795799897
1583c8f1dfa448d6a3392c82e25b9657,-12.0,0.4635036496350365,0.5055025266704098
1598c8834ca44cc9a2a48c928d377469,-12.0,0.53315649867374,0.6016957180750284
159fe5be1af347a4b334a6b1c45bbea7,-12.0,0.3257124960851863,0.5521844660194175
15c1f27eaaa64f5fb9e3cfebff8d2a91,-12.0,0.304290700061589,0.427550810921782
15d6e9e88ced41dfbff38ba2f3e1d885,-13.0,0.4823283709971083,0.6588840098532719
15e21534e60944159fbaff1c2ed4589f,-12.0,0.5789676239957666,0.7061143984220908
15f33c2ad24d46bbb6b9afdfc9d617c5,-12.0,0.3232998316412428,0.5585429314830876
1601bfdc637e4726a604f939fa08a373,-12.0,0.4827327729292713,0.5741286073780586
16084899e56a4db2b398aad80981e790,0.0,0.7704754792133433,0.7722891994736655
1614484ee9b74ba68839a1c394b70619,-13.0,0.5330573951434878,0.6141280353200883
162fc9d8a5ca41d79253d2c19bcbe3b3,0.0,0.5935088515660463,0.6465615070358602
1632a66c52a94e61984653a377d2ee97,0.0,0.28810325476992144,0.2988776655443322
163802a0f19c4c05a67983cbc0940b71,-12.0,0.32966769441589583,0.6953066118533744
163d41e7a5974f438e3f1e02c8241845,0.0,0.33555780559646536,0.4207934462444772
1656487f8930400c9bf68ec54a718e1a,0.0,0.32768093974990525,0.5357616521409625
167309a8147f4f35af104b5162062b58,-12.0,0.42866418747417506,0.6335517383861637
16b4659cfdc24408b0401dd9fecbd6d7,0.0,0.3183366449049106,0.38979562872551804
16bef8e8232b425ab3ccab9346fbbe2e,-12.0,0.41497136085324904,0.5939824873263546
16dcf540323041e4a5fdb5022690cd39,12.0,0.4563191613278975,0.4945398951659872
16dfa7787e584320806b49d09042bc27,-12.0,0.4163544551229842,0.5193028180485421
16e2cb597a4749e9b253e3df1b99815a,0.0,0.6586871750433275,0.7387889948006933
16f4ce5e9f2a4513beea639805ac2ab3,0.0,0.37453183520599254,0.6293323821413709
1713957b91d947288d9b6fb55027c1a3,-11.0,0.510904928304615,0.5206048921556814
1717640e64394533abb9069ce73b0119,-12.0,0.21635579622944243,0.3125501403931007
171f7fea6d524f38ad44eb14a3c978d6,0.0,0.35067405045589306,0.6206857973932987
172167c8e9de49f3b6b5c5b60e8df547,-12.0,0.46730615507593926,0.6381028510524913
17238bedaa1e4105a279742974b013aa,-12.0,0.2772066643034385,0.347571783055654
17618c6bd68f45d7b3e726d58dc2a632,0.0,0.3575035942050356,0.3854093707376415
1774d06a4bf94551846c6435af8190ee,0.0,0.4460518701667631,0.6034509968962071
1782585e1a3f4582b0de7d3cb227d342,-12.0,0.3783820903722016,0.5951563429931785
1785a186119f434ba37583887326b028,0.0,0.39343170406803973,0.5828466031355671
1786ba37dac541a183e5fb3b183d60d6,-12.0,0.3796370563465009,0.5720372969721276
179701688d2449fba7c371d7ccc8fa42,0.0,0.5473884140550808,0.6702279202279202
17a1b97ea09146dd8f447fe53495daa2,0.0,0.30174501952642246,0.39418656384398637
17c2116feb454360b173d916b6d79b43,0.0,0.29889073765945645,0.3444814198557959
17c4130e71c84a4ea6ceaeec635eaf59,-12.0,0.2960841189267585,0.5700507614213198
17c964ab682a48678d5e457fdee41c8a,-12.0,0.4032182338127961,0.5223867856075803
17ce77ea0a6747b7973aa1b04cc77513,0.0,0.5834809130263676,0.7410960251869343
17e26b5356664ddca1afa8e968b1c754,-12.0,0.5014740011290222,0.6163833657404504
17e75bd18b6841b8aa28fa08d58cba17,-12.0,0.5511409942950285,0.6359005704971475
17e7b9305882453b9a4b0136edb24523,-12.0,0.28272452622905797,0.56220818456468
